"","Year","DOY","Port.1Soil.Resp.um.co2.m2.s","Port.1VWC","Port.1Soil.Temp.deg.C","Port.2soil.respum.co2.m2.s","Port.2VWC","Port.2Soil.Temp.deg.C","Port.3soil.respum.co2.m2.s","Port.3VWC","Port.3Soil.Temp.deg.C","Port.4Soil.Resp.um.co2.m2.s","Por4VWC","Port.4Soil.Temp.deg.C","Port.5soil.respum.co2.m2.s","Port.5VWC","Port.5Soil.Temp.deg.C","Port.6soil.respum.co2.m2.s","Port.6VWC","Port.6Soil.Temp.deg.C","Port.7soil.respum.co2.m2.s","Port.7VWC","Port.7Soil.Temp.deg.C","date"
"20535",19,163.34,1.05,0.049144,29.12,0.96,0.069074,26.24,0.85,NA,NA,0.96,0.061099,25.22,0.48,0.059065,23.72,0.44,0.037474,26.68,0.89,0.087046,26.58,2019-06-12
"20536",19,163.38,1.27,0.053472,35.06,0.89,0.071564,28.84,1.11,0.062634,35.76,1.12,0.062782,27.5,0.5,0.062634,27.96,0.45,0.042494,34.36,0.97,0.092384,31.42,2019-06-12
"20537",19,163.43,1.3,0.059611,44.14,0.89,0.078393,35.42,1.19,0.06834,43.22,1.23,0.066378,31.82,0.55,0.066771,34.02,0.46,0.046715,40.86,0.97,0.098278,36.56,2019-06-12
"20538",19,163.47,1.57,0.06372,50.86,0.97,0.086428,43.64,1.16,0.072731,48.84,1.13,0.071223,37.7,0.59,0.073217,41.48,0.57,0.050002,46.16,0.98,0.1031,41.1,2019-06-12
"20539",19,163.51,1.56,0.065001,NA,0.99,0.092243,NA,1.41,0.076753,NA,1,0.075399,43.58,0.61,0.07738,46.74,0.44,0.052619,50.8,0.86,0.10728,45.04,2019-06-12
"20540",19,163.55,1.87,0.062238,50.82,1.12,0.090547,NA,1.11,0.074237,51.98,0.98,0.076222,44.58,0.6,0.076608,46.64,0.48,0.051312,49.92,0.84,0.10843,46.12,2019-06-12
"20541",19,163.59,1.81,0.060058,47.86,1.14,0.088326,46.9,1.19,0.071271,49.3,1.37,0.075448,44.3,0.68,0.075206,45.5,0.44,0.050052,48.62,1.1,0.10724,45.8,2019-06-12
"20542",19,163.63,1.87,0.060703,48.42,1.12,0.087852,46.86,1.34,0.069759,48.2,1.2,0.077043,46.6,0.69,0.075738,NA,0.45,0.050959,50.48,0.89,0.10733,46.48,2019-06-12
"20543",19,163.68,1.98,0.058319,45.62,1.22,0.084858,43.8,1.24,0.067115,44.5,1.09,0.075931,45.58,0.65,0.072974,43.7,0.49,0.048689,47.28,1.75,0.10701,46.14,2019-06-12
"20544",19,163.72,1.84,0.056524,42.48,1.14,0.081993,41.04,1.31,0.064509,40.8,0.94,0.07346,42.72,0.67,0.06971,39.58,0.46,0.046766,44.24,1.86,0.10439,44.52,2019-06-12
"20545",19,163.76,1.63,0.054474,39.92,1.15,0.079932,39.02,1.06,0.062238,37.64,0.9,0.072196,40.8,0.62,0.067948,37.1,0.95,0.045142,41.7,1.07,0.10231,42.34,2019-06-12
"20546",19,163.8,1.48,0.051915,36.22,1.16,0.07738,36.28,0.99,0.060505,34.64,0.76,0.069123,37.04,0.55,0.065936,34.6,0.41,0.042137,36.92,1.55,0.098092,38.64,2019-06-12
"20547",19,163.84,1.42,0.049245,32.74,1.18,0.074527,33.38,0.94,0.058717,31.98,0.77,0.066673,33.9,0.54,0.064016,32,0.47,0.03963,32.8,0.81,0.094308,35.2,2019-06-12
"20548",19,163.88,1.36,0.04783,30.46,1.05,0.071953,31.14,0.81,0.057522,29.86,0.84,0.065248,31.64,0.54,0.062831,29.9,0.46,0.037525,29.96,0.52,0.09149,32.56,2019-06-12
"20549",19,163.93,1.18,0.046766,28.88,1.04,0.070491,29.58,0.75,0.056674,28.42,0.66,0.063967,30.08,0.54,0.061991,28.34,0.41,0.036547,27.98,0.5,0.089839,30.52,2019-06-12
"20550",19,163.97,1.27,0.045751,27.32,0.96,0.06927,28.08,0.75,0.055875,26.86,0.67,0.062732,28.68,0.52,0.061149,26.98,0.36,0.035517,26.14,0.54,0.088326,28.96,2019-06-12
"20551",19,164.01,1.18,0.045396,26.28,0.98,0.06785,26.88,0.68,NA,NA,0.69,0.061545,27.48,0.52,0.060306,25.82,0.4,0.034639,24.7,0.26,0.086903,27.54,2019-06-13
"20552",19,164.05,1.1,0.04504,25.72,0.93,0.067556,26.1,0.72,NA,NA,0.73,0.061298,26.76,0.51,0.059363,25.12,0.42,0.034019,24,0.72,0.085715,26.6,2019-06-13
"20553",19,164.09,1.09,0.044277,25.06,0.96,0.067164,25.5,0.68,0.054024,24.6,0.66,0.061,26.2,0.5,0.059065,24.68,0.53,0.033709,23.38,0.46,0.085477,26,2019-06-13
"20554",19,164.13,0.99,0.043972,24.24,0.89,0.066378,24.8,0.69,0.053271,24.1,0.63,0.060008,25.4,0.5,0.058269,24.02,0.38,0.033502,22.52,0.99,0.084668,25.38,2019-06-13
"20555",19,164.18,1,0.043972,23.68,0.87,0.065887,24.32,0.66,0.053221,23.76,0.58,0.060008,24.94,0.41,0.058269,23.62,0.35,0.033295,22.02,0.36,0.084334,24.86,2019-06-13
"20556",19,164.22,1,0.043921,23.4,0.79,0.065641,23.78,0.62,0.05292,23.2,0.62,0.05986,24.54,0.49,0.057671,23.18,0.43,0.033088,21.7,0.34,NA,NA,2019-06-13
"20557",19,164.26,0.98,0.043921,23.44,0.9,0.065739,23.64,0.66,0.052669,23.1,0.72,0.059462,24.36,0.44,0.057522,23.02,0.44,0.03314,21.66,0.47,0.083762,24.04,2019-06-13
"20558",19,164.3,1.06,0.045447,25.36,0.88,0.066428,24.76,0.82,0.054024,24.3,0.72,0.060008,24.86,0.45,0.05787,23.4,0.24,0.034071,22.82,0.67,0.084191,24.46,2019-06-13
"20559",19,164.34,1.1,0.048588,30.08,0.88,0.069417,27.04,0.9,0.057572,29,0.96,0.061248,26.16,0.49,0.059363,24.76,0.38,0.037525,28,0.77,0.087473,27.7,2019-06-13
"20560",19,164.38,1.23,0.051161,33.58,0.84,0.071369,29.12,1.07,0.061446,34.9,1.05,0.062881,28.42,0.5,0.062732,28.56,0.38,0.041421,33.88,0.79,0.092149,32.02,2019-06-13
"20561",19,164.43,1.36,0.057721,42.46,0.89,0.077139,34.72,1.18,0.066624,41.96,1.23,0.066133,32.1,0.52,0.066378,33.92,0.31,0.04565,40.16,0.73,0.09702,36.14,2019-06-13
"20562",19,164.47,1.62,0.062238,49.66,0.99,0.085144,42.94,1.1,0.071466,48.02,0.9,0.07054,37.8,0.63,0.07244,41.18,0.33,0.048942,45.92,0.79,0.1019,40.88,2019-06-13
"20563",19,164.51,2.06,0.063621,52.8,1.04,0.090217,48.24,1.25,0.074285,52.14,1.04,0.073751,42.42,0.6,0.075157,45.08,0.34,0.05101,49.44,1.07,0.10563,44,2019-06-13
"20564",19,164.55,1.85,0.062238,51.86,1.18,0.091442,NA,1.25,0.075254,53.92,0.81,0.076173,45.62,0.61,0.076705,47.62,0.31,0.051513,51.02,2.43,0.10861,47,2019-06-13
"20565",19,164.59,2.12,0.058169,45.96,1.08,0.086856,45.82,1.28,0.069368,47.98,0.77,0.0738,43.04,0.69,0.073703,44.34,0.32,0.048184,47.08,1.27,0.10586,45.12,2019-06-13
"20566",19,164.63,2.75,0.056275,42.7,1.13,0.083284,42.38,1.3,0.066722,43.82,1.11,0.07205,40.7,0.64,0.071125,41.26,0.33,0.046462,44.04,1.45,0.10287,42.8,2019-06-13
"20567",19,164.68,2.75,0.057572,44.68,1.23,0.083284,42.34,1.15,NA,NA,0.72,0.074479,44.28,0.64,0.071223,42,0.34,0.048639,47.58,1.82,0.10489,44.78,2019-06-13
"20568",19,164.72,2.82,0.055275,41.36,1.19,0.080892,39.9,1.11,0.063473,40.2,0.86,0.072196,41.22,0.68,0.068536,38.32,0.34,0.046715,44.76,1.99,0.10425,44.3,2019-06-13
"20569",19,164.76,2.72,0.053572,38.78,1.15,0.079066,38.06,1.06,0.061793,37.4,0.82,0.070442,39.2,0.67,0.066968,36.28,0.35,0.044888,41.58,1.63,0.10148,41.96,2019-06-13
"20570",19,164.8,2.41,0.051463,35.86,1.12,0.077091,36.1,1.04,0.060356,35.1,0.73,0.067752,36.1,0.55,0.065641,34.5,0.49,0.042137,37.18,1.18,NA,NA,2019-06-13
"20571",19,164.84,1.83,0.049295,33.2,1.03,0.074285,33.32,0.87,0.058816,32.46,0.72,0.066378,33.46,0.61,0.063819,32.12,0.36,0.039732,33.28,0.75,NA,NA,2019-06-13
"20572",19,164.88,1.65,0.047981,31.22,1.09,0.071904,31.08,0.81,0.057372,30.24,0.76,0.064509,31.44,0.53,0.062782,30.02,0.55,0.037474,30.34,0.67,0.091678,32.88,2019-06-13
"20573",19,164.93,1.63,0.046817,29.72,1.01,0.070491,29.44,0.8,0.056524,28.72,0.63,0.063769,29.96,0.51,0.061743,28.48,0.46,0.036341,28.18,0.54,0.089792,30.96,2019-06-13
"20574",19,164.97,1.34,0.046208,28.06,1,0.069368,28.14,0.76,0.055875,27.5,0.7,0.062634,28.68,0.52,0.060901,27.18,0.52,0.035671,26.58,0.42,0.08842,29.36,2019-06-13
"20575",19,165.01,1.27,0.045447,26.7,1.01,0.068193,26.94,0.72,0.055125,26.28,0.61,0.061397,27.46,0.48,0.060356,26.02,0.29,0.034691,25.04,0.38,0.086998,27.9,2019-06-14
"20576",19,165.05,1.3,0.044176,25.24,NA,0.067066,25.82,0.65,0.054274,25.2,0.5,0.060802,26.42,0.45,0.059462,24.98,0.35,0.033657,23.68,0.4,0.085668,26.7,2019-06-14
"20577",19,165.09,1.13,0.043921,24.06,NA,0.065985,24.66,0.7,NA,NA,0.56,0.060008,25.24,0.5,0.058169,23.86,0.36,0.032932,22.12,0.31,0.08443,25.44,2019-06-14
"20578",19,165.13,1.11,0.042902,23.12,NA,0.0651,23.72,NA,0.052267,22.9,0.53,0.058866,24.34,0.5,0.057023,22.76,0.23,0.032259,20.8,0.32,0.083428,24.36,2019-06-14
"20579",19,165.18,1.07,0.042647,22.5,NA,0.064312,22.82,0.6,0.051765,22.1,0.47,0.058766,23.36,0.61,0.056524,21.88,NA,0.031377,19.68,0.23,0.082854,23.44,2019-06-14
"20580",19,165.22,1.08,0.042647,22.24,NA,0.063917,22.16,0.64,0.051513,21.8,0.6,0.05802,22.8,0.56,0.056025,21.22,0.27,0.031118,19.06,0.21,NA,NA,2019-06-14
"20581",19,165.26,1.1,0.042749,22.42,NA,0.064065,22.12,0.81,0.051765,22.1,0.56,0.05802,22.8,0.59,0.055975,21.22,0.21,0.031533,19.52,0.26,0.082281,22.8,2019-06-14
"20582",19,165.3,1.17,0.044583,24.48,NA,0.065395,23.36,0.78,0.053271,23.3,0.7,0.058766,23.44,0.44,0.056574,21.8,0.16,0.032518,21.04,0.43,0.082902,23.42,2019-06-14
"20583",19,165.34,1.4,0.04788,28.86,NA,0.06785,25.72,0.83,0.057273,28.3,0.86,0.060008,24.8,0.68,0.057771,23.24,0.21,0.036187,26.26,0.53,0.086286,26.54,2019-06-14
"20584",19,165.38,1.55,0.051513,34.12,NA,0.06971,27.6,1,0.061347,35.28,0.93,0.061446,26.9,0.65,0.061842,27.5,0.26,0.041166,33.74,0.88,0.091066,30.92,2019-06-14
"20585",19,165.43,1.64,0.057821,42.92,NA,0.074964,32.82,1.15,NA,NA,1,0.0651,31.1,0.52,0.06569,33.28,0.23,0.045294,39.9,0.9,0.096133,35.62,2019-06-14
"20586",19,165.47,1.92,0.061694,49.48,NA,0.08443,42.28,1.3,0.072002,49.04,1.08,0.069368,36.68,0.57,0.071417,39.7,0.26,0.048335,45.04,1.3,0.10148,40.36,2019-06-14
"20587",19,165.51,2.25,0.063473,53.02,NA,0.090971,48.9,1.68,0.076415,54.92,1.02,0.072829,41.56,0.64,0.07506,44.5,0.3,0.050153,48.6,1.65,0.10535,43.84,2019-06-14
"20588",19,165.55,2.87,0.063325,53.5,NA,0.093276,NA,1.36,0.07738,NA,1.04,0.075109,44.64,0.68,0.076705,47.5,0.3,0.051211,50.92,1.66,0.10751,46.12,2019-06-14
"20589",19,165.59,3.3,0.062238,52,NA,0.092713,NA,1.68,0.076028,NA,1.01,0.076318,46.62,0.64,0.07767,NA,0.34,0.051765,52.38,1.7,NA,NA,2019-06-14
"20590",19,165.63,2.52,0.060653,49.92,NA,0.08965,NA,1.33,0.072099,52.48,0.89,0.076656,47.42,0.66,0.076898,NA,0.32,0.050758,51.92,2.39,0.10865,48.3,2019-06-14
"20591",19,165.68,2.74,0.057821,46.08,NA,0.084525,44.54,1.23,0.066968,46.66,0.69,0.074964,45.56,0.61,0.072586,44.4,0.33,0.048234,48.6,1.92,0.1071,47.06,2019-06-14
"20592",19,165.72,2.62,0.055175,42.38,NA,0.081131,41.12,1.08,0.063769,41.86,0.77,0.071564,41.22,0.65,0.068634,39,0.3,0.04636,45.12,1.58,0.10425,44.72,2019-06-14
"20593",19,165.76,2.44,0.052719,38.5,NA,0.078248,38.14,0.98,0.061347,37.8,0.53,0.069368,38.36,0.75,0.065985,36.14,0.34,0.043666,40.74,0.89,0.1006,41.7,2019-06-14
"20594",19,165.8,2.52,0.05101,35.5,NA,0.076028,35.8,1.08,0.059413,35.06,0.63,0.067164,35.3,0.58,0.064509,33.82,0.34,0.041063,36.4,1.1,NA,NA,2019-06-14
"20595",19,165.84,1.94,0.04874,32.78,NA,0.073266,33.12,0.86,0.05807,32.42,0.67,0.065149,32.6,0.56,0.062584,31.46,0.32,0.038604,32.48,0.86,0.093605,34.96,2019-06-14
"20596",19,165.88,1.72,0.047475,30.8,NA,0.071125,30.86,0.82,0.056574,30.22,0.62,0.063819,30.6,0.58,0.061793,29.4,0.4,0.037165,29.64,0.61,0.090924,32.36,2019-06-14
"20597",19,165.93,1.58,0.046715,29.22,NA,0.069954,29.18,0.76,0.055875,28.68,0.68,0.062634,29.16,0.59,0.061199,27.82,0.58,0.035877,27.6,0.48,0.088752,30.38,2019-06-14
"20598",19,165.97,1.41,0.045548,27.52,NA,0.068389,27.66,0.76,0.054775,27,0.63,0.061446,27.78,0.52,0.059959,26.36,0.63,0.034691,25.62,0.39,0.08714,28.68,2019-06-14
"20599",19,166.01,1.31,0.044684,26.14,NA,0.067262,26.36,0.67,0.053773,25.5,0.52,0.060604,26.64,0.51,0.058866,24.96,0.32,0.033605,23.94,0.28,0.085763,27.18,2019-06-15
"20600",19,166.05,1.37,0.044176,25.1,NA,0.066084,25.26,0.66,0.053021,24.5,0.61,0.060008,25.58,0.48,0.05792,24,0.29,0.032881,22.76,0.32,0.08443,25.96,2019-06-15
"20601",19,166.09,1.26,0.043717,23.92,NA,0.065346,24.3,0.6,0.052267,23.6,0.47,0.058866,24.62,0.44,0.056574,23.08,0.47,0.032363,21.58,0.36,NA,NA,2019-06-15
"20602",19,166.13,1.15,0.042851,22.94,NA,0.064312,23.3,0.54,NA,NA,0.52,0.058766,23.76,0.5,0.056275,22.2,0.25,0.031533,20.5,0.26,0.082854,24,2019-06-15
"20603",19,166.18,1.06,0.042647,22.14,NA,0.06372,22.48,0.58,0.050758,21.8,0.43,0.057771,22.9,0.48,0.055475,21.42,0.24,0.031169,19.56,0.32,NA,NA,2019-06-15
"20604",19,166.22,1.09,0.041881,21.6,NA,0.062979,21.86,0.56,0.050254,21.2,0.49,0.057522,22.32,0.41,0.055125,20.84,0.23,0.031066,18.92,0.24,NA,NA,2019-06-15
"20605",19,166.26,1.05,0.041983,21.44,NA,0.062831,21.5,0.61,0.049901,20.88,0.47,0.057572,22,0.42,0.055125,20.44,0.22,0.03091,18.4,0.37,NA,NA,2019-06-15
"20606",19,166.3,1.13,0.043564,23.4,NA,0.063819,22.6,0.72,NA,NA,0.68,0.057621,22.44,0.47,0.055275,20.74,0.16,0.031585,19.52,0.64,0.081419,22.06,2019-06-15
"20607",19,166.34,1.31,0.046766,28.1,NA,0.06682,25.2,NA,0.055325,27.3,0.8,0.058766,23.56,0.54,0.056325,21.98,0.28,0.035155,25.1,0.8,0.08462,25.42,2019-06-15
"20608",19,166.38,1.45,0.050657,33.38,NA,0.068585,26.78,1.01,0.060753,35.26,1,0.060157,25.54,0.48,0.060554,26.48,0.26,0.040296,33,0.84,NA,NA,2019-06-15
"20609",19,166.43,1.59,0.056973,42.52,NA,0.073751,32.26,1.16,0.066133,42.74,1.13,0.06372,29.64,0.48,0.064755,32.5,0.21,0.044328,39.06,0.65,0.095666,35.18,2019-06-15
"20610",19,166.47,1.7,0.061496,49.82,NA,0.083523,41.84,1.19,0.07132,49.14,1.15,0.068242,35.64,0.55,0.070881,39.58,0.24,0.047475,44.32,1.4,0.10074,39.9,2019-06-15
"20611",19,166.51,2.02,0.062732,53.28,NA,0.089744,48.36,1.36,0.075448,54.8,1.08,0.072586,41.34,0.55,0.074479,44.76,0.26,0.049649,48.56,1.09,NA,NA,2019-06-15
"20612",19,166.55,2.19,0.063029,54.58,NA,0.092054,NA,1.23,0.076656,NA,1.02,0.075302,45.28,0.56,0.076656,48.02,0.3,0.05106,51.36,0.97,0.10728,46.56,2019-06-15
"20613",19,166.59,2.61,0.061941,52.74,0.22,0.091631,NA,1.53,0.074576,NA,1.11,0.077718,47.92,0.63,0.077622,NA,0.28,0.051463,53,1.18,0.10884,48.36,2019-06-15
"20614",19,166.63,2.35,0.060554,50.8,NA,0.088941,49.06,1.43,0.071174,52.36,0.82,0.078007,48.46,0.64,0.076656,NA,0.28,0.050506,52.14,1.32,0.10879,48.98,2019-06-15
"20615",19,166.68,2.26,0.058368,48.08,NA,0.084334,44.66,1.46,0.066624,46.88,0.84,0.076173,47.52,0.59,0.072294,44.9,0.31,0.048234,49.6,1.48,0.10724,48.06,2019-06-15
"20616",19,166.72,2.53,0.055475,43.86,NA,0.080987,41.38,1.31,0.062782,41.8,0.81,0.072537,43.04,0.61,0.068193,39.14,0.28,0.046208,45.68,2.22,NA,NA,2019-06-15
"20617",19,166.76,2.03,0.05292,40.04,NA,0.078296,38.78,1.05,0.060306,37.74,0.81,0.070393,40.18,0.68,0.065887,36.18,0.4,0.043666,41.68,1.02,NA,NA,2019-06-15
"20618",19,166.8,1.86,0.050304,36.2,NA,0.075883,36.16,0.95,0.058617,34.7,0.72,0.067605,36.24,0.53,0.064312,33.76,0.27,0.040449,36.6,0.8,0.097067,38.92,2019-06-15
"20619",19,166.84,1.68,0.047779,32.62,NA,0.072974,33,0.83,0.057023,31.78,0.65,0.065198,33.08,0.51,0.062238,31.2,0.43,0.037782,32.34,0.51,0.092901,35.2,2019-06-15
"20620",19,166.88,1.49,0.046462,30.12,NA,0.07054,30.66,0.71,0.055325,29.32,0.7,0.063424,30.72,0.52,0.061248,29.04,NA,0.035981,29.2,0.42,0.089981,32.24,2019-06-15
"20621",19,175.43,2.2,0.054525,42.5,NA,0.071223,32.68,0.77,0.061397,41.3,0.86,0.062189,30.72,0.4,0.06293,33.08,0.21,0.041575,39.44,0.6,0.091301,35,2019-06-24
"20622",19,175.47,2.17,0.058567,49.5,NA,0.080412,41.76,0.47,0.065789,47.04,0.79,0.067017,36.94,0.45,0.068781,40.24,0.12,0.044735,44.68,0.6,0.09604,39.5,2019-06-24
"20623",19,175.51,1.93,0.060703,53.5,NA,0.087235,48.5,0.41,0.069856,52.52,1.12,0.07093,42.52,0.41,0.072634,45.64,NA,0.046665,49.2,0.4,NA,NA,2019-06-24
"20624",19,175.55,1.9,0.060753,54.94,NA,0.089744,NA,0.53,NA,NA,0.89,0.073994,47.34,0.38,0.075206,NA,NA,0.04879,52.32,0.66,0.10287,46.44,2019-06-24
"20625",19,175.59,2.07,0.059711,53.2,NA,0.089792,NA,0.47,0.071028,55.76,0.59,0.076946,NA,0.55,0.076077,NA,NA,0.049346,54.2,0.64,0.10563,48.72,2019-06-24
"20626",19,175.63,2.35,0.058368,51,NA,0.086666,NA,0.47,0.065936,51.3,0.62,0.077091,NA,0.45,0.07506,NA,0.1,0.048689,53.88,0.63,0.10614,49.78,2019-06-24
"20627",19,175.68,2.2,0.056624,48.48,NA,0.082568,45.58,0.48,0.063226,46.92,0.65,0.075931,NA,0.44,0.071076,46.76,0.19,0.047222,51.7,0.51,0.10448,49.44,2019-06-24
"20628",19,175.72,2.22,0.054024,44.66,NA,0.079018,42.18,0.48,0.060008,42.24,1.24,0.071515,45.54,0.43,0.066869,40.74,0.27,0.044786,48.02,0.71,0.10277,47.74,2019-06-24
"20629",19,175.76,2.56,0.051614,40.98,NA,0.076656,39.6,0.51,0.057821,38.38,0.6,0.069025,42.1,0.47,0.064755,37.54,0.21,0.04229,43.74,0.82,0.098836,44.64,2019-06-24
"20630",19,175.8,2.28,0.049245,37.08,NA,0.07414,36.92,0.52,0.056175,35.4,0.55,0.066378,37.72,0.43,0.062535,34.94,0.11,0.038707,37.98,1.14,0.094262,40.2,2019-06-24
"20631",19,175.84,1.96,0.046715,33.5,NA,0.071076,33.86,0.49,0.054224,32.68,0.48,0.063868,34.22,0.38,0.060951,32.26,0.12,0.036032,33.44,0.98,NA,NA,2019-06-24
"20632",19,175.88,1.88,0.045294,30.84,NA,0.068732,31.46,0.46,0.053171,30.4,0.51,0.061842,31.76,0.38,0.059313,29.9,NA,0.034381,30.2,0.59,NA,NA,2019-06-24
"20633",19,175.93,1.65,0.043921,28.68,NA,0.066968,29.44,0.34,0.052066,28.16,0.48,0.060257,29.8,0.39,0.058219,27.96,0.29,0.032622,27.54,0.67,0.085239,30.76,2019-06-24
"20634",19,175.97,1.61,0.042902,27.06,NA,0.065641,27.92,0.3,0.050758,26.5,0.41,0.059114,28.14,0.36,0.057372,26.48,0.09,0.031481,25.58,0.36,NA,NA,2019-06-24
"20635",19,176.01,1.56,0.042494,26.06,NA,0.064312,26.72,0.35,0.050254,25.44,0.41,0.058766,27.08,0.35,0.056175,25.36,0.13,0.031066,24.28,0.74,0.082281,27.58,2019-06-25
"20636",19,176.05,1.47,0.041524,24.98,NA,0.063819,25.58,0.28,0.049497,24.6,0.4,0.057721,25.96,0.34,0.055625,24.36,0.11,0.03013,23,0.34,NA,NA,2019-06-25
"20637",19,176.09,1.47,0.041472,24.44,NA,0.062732,24.9,0.29,NA,NA,0.4,0.057572,25.26,0.34,0.055175,23.72,0.1,0.030026,22.36,0.38,NA,NA,2019-06-25
"20638",19,176.13,1.34,0.041319,23.6,NA,0.062436,24.22,0.32,0.04874,23.6,0.34,0.056774,24.6,0.35,0.054324,23.08,0.08,0.029662,21.56,0.38,NA,NA,2019-06-25
"20639",19,176.18,1.26,0.040757,23.02,NA,0.061991,23.44,0.26,NA,NA,0.38,0.056275,23.96,0.32,0.053773,22.46,NA,0.028933,20.76,0.48,NA,NA,2019-06-25
"20640",19,176.22,1.29,0.040347,22.36,NA,0.061298,22.8,0.55,NA,NA,0.37,0.056275,23.26,0.37,0.053322,21.86,NA,0.028725,20.08,0.33,0.078585,23.46,2019-06-25
"20641",19,176.26,1.2,0.040193,22.1,NA,0.060951,22.4,0.32,0.047728,21.7,0.37,0.055525,22.8,0.31,0.05292,21.32,NA,0.028673,19.4,0.32,0.0782,22.9,2019-06-25
"20642",19,176.3,1.5,0.041626,24.04,NA,0.062337,23.48,0.4,0.048639,22.74,0.54,0.056275,23.24,0.37,0.053773,21.7,NA,0.02935,20.54,0.61,0.078537,23.1,2019-06-25
"20643",19,176.34,1.81,0.045243,28.78,NA,0.064854,26.5,0.43,0.052468,27.74,0.73,0.056874,24.4,0.37,0.054424,22.74,0.11,0.032622,25.84,0.65,NA,NA,2019-06-25
"20644",19,176.38,1.98,0.048335,34,NA,0.065936,27.66,0.57,0.057522,35.82,0.87,0.058766,26.6,0.4,0.058319,27,0.07,0.037833,34.12,0.74,NA,NA,2019-06-25
"20645",19,176.43,1.79,0.054975,43.44,NA,0.071807,33.24,0.45,0.062238,42.84,0.74,0.062337,31.16,0.36,0.062831,33.7,0.09,0.042085,40.7,0.66,NA,NA,2019-06-25
"20646",19,176.51,2.13,0.060901,54.42,NA,0.08752,49.1,0.43,0.070101,53.3,0.98,0.071417,43.72,0.47,0.072926,46.52,0.08,0.047323,49.94,0.55,0.1006,44,2019-06-25
"20647",19,176.55,2.4,0.060505,NA,NA,0.090122,NA,0.53,0.07132,56.1,0.73,0.074964,48.3,0.48,0.075254,NA,0.09,0.04879,53.16,0.36,0.10407,47.16,2019-06-25
"20648",19,176.59,2.14,0.05976,53.7,NA,0.089933,NA,0.59,0.070979,NA,0.93,0.077139,NA,0.39,0.075883,NA,0.06,0.049245,54.9,0.26,0.10586,49.34,2019-06-25
"20649",19,176.63,2.59,0.058518,51.88,NA,0.08714,NA,0.62,0.067703,52.5,0.58,0.077332,NA,0.47,0.07506,NA,0.09,0.048639,54.7,0.35,NA,NA,2019-06-25
"20650",19,176.68,2.78,0.056674,48.84,NA,0.082854,46.18,0.54,0.063769,47.84,0.58,0.075544,NA,0.44,0.070979,47.08,0.1,0.047121,52.2,0.39,0.10443,49.76,2019-06-25
"20651",19,176.72,3.05,0.054024,44.86,NA,0.079403,42.78,0.48,0.060852,43.24,0.53,0.07132,45.44,0.51,0.067017,41.34,0.12,0.044786,48.52,0.58,0.10287,48.1,2019-06-25
"20652",19,176.76,2.76,0.051513,41,NA,0.076946,40.08,0.49,0.058219,39.1,0.55,0.069074,42.28,0.54,0.064804,38.18,0.16,0.042341,44.3,0.36,0.099394,45.16,2019-06-25
"20653",19,176.8,2.3,0.049447,37.32,NA,0.074237,37.42,0.43,0.056275,35.8,0.58,0.066378,38.26,0.45,0.062782,35.54,NA,0.03922,39.04,0.25,0.094824,40.9,2019-06-25
"20654",19,176.84,2.13,0.046867,34.3,NA,0.071758,34.56,0.4,0.054525,33.16,0.5,0.063967,35,0.44,0.060951,33.02,0.1,0.03665,34.6,0.65,0.091301,37.14,2019-06-25
"20655",19,176.88,1.92,0.045548,31.74,NA,0.069221,32.32,0.46,0.053823,31.28,0.51,0.062535,32.62,0.39,0.059313,30.9,NA,0.034742,31.4,0.55,0.088373,34.32,2019-06-25
"20656",19,176.93,1.8,0.044735,29.98,NA,0.06785,30.62,0.57,0.052719,29.74,0.51,0.061248,30.82,0.4,0.058766,29.26,0.12,0.033657,29.16,0.48,NA,NA,2019-06-25
"20657",19,176.97,1.77,0.043921,28.58,NA,0.066968,29.28,0.41,0.052267,28.58,0.45,0.060008,29.48,0.36,NA,NA,NA,0.03257,27.5,0.37,0.084573,30.48,2019-06-25
"20658",19,177.01,1.64,0.043157,27.26,NA,0.065543,28.04,0.34,0.051362,27.3,0.43,0.059065,28.36,0.34,0.057422,26.78,0.13,0.032,25.96,0.26,NA,NA,2019-06-26
"20659",19,177.05,1.54,0.042647,26.3,NA,0.064706,27.04,0.32,0.050909,26.38,0.43,0.058766,27.34,0.35,0.056275,25.7,0.07,0.031169,24.8,0.18,0.08252,27.86,2019-06-26
"20660",19,177.09,1.51,0.042443,25.54,NA,0.063967,26.14,0.26,0.050254,25.5,0.46,0.058169,26.6,0.34,NA,NA,0.19,0.030962,23.86,0.22,NA,NA,2019-06-26
"20661",19,177.13,1.51,0.041677,24.8,NA,0.063621,25.38,0.29,0.049901,24.8,0.42,0.057522,25.8,0.35,0.055775,24.32,NA,0.030546,23.02,0.28,0.080892,26.12,2019-06-26
"20662",19,177.18,1.38,0.041472,24.2,NA,0.062782,24.76,0.28,0.049649,24.36,0.36,0.057273,25.16,0.34,0.055275,23.72,0.09,0.030078,22.28,0.31,NA,NA,2019-06-26
"20663",19,177.22,1.32,0.04137,23.36,NA,0.062287,24,0.24,0.049245,23.4,0.33,0.056325,24.42,0.37,NA,NA,0.15,0.029766,21.3,0.21,NA,NA,2019-06-26
